pMin,pMax,PionMean,PionSigma,KaonMean,KaonSigma,Contamination
1,1.3,0.00807239,1.07814,0.0105541,1.07498,1.3,1.6,-0.00796763,1.03789,-0.00919098,1.03941,1.6,1.9,-0.0225787,1.0252,-0.0257921,1.0291,1.9,2.2,-0.0442982,1.02588,-0.0450923,1.02677,2.2,2.5,-0.0643262,1.02663,-0.0594314,1.02083,2.5,2.8,-0.0910021,1.00755,-0.0854111,1.0008,2.8,3.1,-0.11687,0.969259,-0.117618,0.970075,3.1,3.4,-0.118276,0.926349,-0.118162,0.926227,3.4,3.7,-0.140299,0.874932,-0.138545,0.873238,3.7,4,-0.118303,0.827013,-0.117825,0.826542,4,4,-0.118303,0.827013,-0.117825,0.826542,NaN,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
