Momentum Bin,Mean,Sigma,3Sigma Range,Total Pions,Total Pions in 3Sigma,Kaons in 3Sigma,Protons in 3Sigma,Efficiency,Kaon Contamination,Proton Contamination
3.45-3.8,-0.1874,0.861117,[-2.77075,2.39595],18311,16325,1757,2,0.891541,0.106978,0.000121773
