Momentum Bin,Mean,Sigma,3Sigma Range,Total Pions,Total Pions in 3Sigma,Kaons in 3Sigma,Protons in 3Sigma,Efficiency,Kaon Contamination,Proton Contamination
3.1-3.45,-0.147545,0.899781,[-2.84689,2.5518],26640,23847,1515,1,0.895158,0.0632409,4.17432e-05
