Momentum Bin,Mean,Sigma,3Sigma Range,Total Pions,Total Pions in 3Sigma,Kaons in 3Sigma,Protons in 3Sigma,Efficiency,Kaon Contamination,Proton Contamination
2.4-2.75,-0.0938069,1.00181,[-3.09923,2.91161],54785,49586,721,0,0.905102,0.0144791,0
